Re_Z,Im_Z,battery_id,cycle_count
0.06035665867081226,0.00023231690566646155,B0005,2
0.06055297343100636,0.001999416619296211,B0005,2
0.06258146177639314,0.0017250216465837024,B0005,2
0.06260471569030222,0.002025176424546961,B0005,2
0.06387608646141872,0.0017608743627746323,B0005,2
0.06576768474948734,0.001840930672135445,B0005,2
0.06597576421432083,0.0020445142243526813,B0005,2
0.0663040490711041,0.0017397152890808326,B0005,2
0.06820724874620049,0.0016175297914507603,B0005,2
0.06837662477976834,0.0016817448100354387,B0005,2
0.07077381621440947,0.0012800549823386083,B0005,2
0.07088525656436163,0.0014431972206909263,B0005,2
0.07161824785183805,0.001275091393569155,B0005,2
0.07225130287908202,0.0009442381202855541,B0005,2
0.07244322957290547,0.0014021682866710663,B0005,2
0.07257559351790473,0.001116441420560248,B0005,2
0.07290063051585197,0.0006579342445388278,B0005,2
0.07306188646249615,0.0009250100995525591,B0005,2
0.07367149840783871,0.0008166948778073868,B0005,2
0.07411704859796944,0.001041994775756006,B0005,2
0.07815369086844093,0.0016258966705062453,B0005,2
0.04307493601622372,0.0003481693000861235,B0005,3
0.04424177823927918,8.010007258878737e-05,B0005,3
0.04445763481629082,0.00028608349407684293,B0005,3
0.04588000235031919,0.0008573600923418886,B0005,3
0.04626950300386291,0.000605224772998616,B0005,3
0.04747412934498831,0.0009283936025828632,B0005,3
0.04787873223104942,0.0011381907876885275,B0005,3
0.0495936877343583,0.0012900205556318767,B0005,3
0.05044206270574366,0.0014081300315265594,B0005,3
0.051687926706856714,0.0015031858468875466,B0005,3
0.052132700657168456,0.0012838539093259808,B0005,3
0.05300938084870747,0.001453055480000053,B0005,3
0.054574788219008734,0.0013717238813469252,B0005,3
0.055305433583184224,0.0012648590125519475,B0005,3
0.05753180490082213,0.0013888476398956154,B0005,3
0.05767704995943446,0.0013603148849927681,B0005,3
0.058024587319029,0.0010720521577628,B0005,3
0.059925304203948364,0.0008848775603947932,B0005,3
0.06073263441101579,0.00115373054815064,B0005,3
0.0613144250318428,0.0013084150910281642,B0005,3
0.06177973317686637,0.0016305360529420242,B0005,3
0.0631493269599639,0.0009426887663199066,B0005,3
0.0631645612485161,0.0004461758530906191,B0005,3
0.06341443351035114,0.0010544228989827259,B0005,3
0.06459828607017762,0.0003792629160705465,B0005,3
0.06468219660080034,0.0010323159142493791,B0005,3
0.06479297252390837,0.0004245543171124627,B0005,3
0.06480345124578672,0.0005590937193909668,B0005,3
0.06518858011842966,0.0005415017974714595,B0005,3
0.06527398259734096,0.0013227783774653994,B0005,3
0.0654714199188994,0.0012145626869088644,B0005,3
0.06599903911945841,3.5203464976725154e-05,B0005,3
0.06603111755242337,0.001014783907979613,B0005,3
0.06622478556922413,0.0007051393360864999,B0005,3
0.06685449303188647,0.000693560566913035,B0005,3
0.0676208754751797,0.0008538194360401872,B0005,3
0.06766882933634409,0.00126651013936055,B0005,3
0.06795995528828908,0.0002617274049766255,B0005,3
0.07014810624333224,0.00010195260587196722,B0005,3
0.04304061827773069,6.391106749445061e-05,B0005,4
0.044596014431283824,0.0015405605998982154,B0005,4
0.04470861621719188,0.0005746992846550107,B0005,4
0.045013059483864394,0.0002486729200394013,B0005,4
0.04616229926324615,0.0006467343633342299,B0005,4
0.04672511723759782,0.0009722447157258422,B0005,4
0.04810147475471847,0.0012290461589958598,B0005,4
0.04903350863843797,0.0011778389022890335,B0005,4
0.049644957193059,0.0012953104364092575,B0005,4
0.05065127062458869,0.001446932646695656,B0005,4
0.0510937251602948,0.0011548032252485356,B0005,4
0.05224190791899878,0.001584964334239474,B0005,4
0.052981183987240846,0.0017057846307935722,B0005,4
0.05388802929204034,0.0016060828246425955,B0005,4
0.055903342369898364,0.001593264952647623,B0005,4
0.056542747527543305,0.0021324420862935314,B0005,4
0.05683307395709135,0.0019755512970321206,B0005,4
0.05762938253354692,0.0014872201699058817,B0005,4
0.05810836010086312,0.0018916681515805253,B0005,4
0.059722808159936996,0.0017204422886415351,B0005,4
0.06126717696192984,2.8942556628468444e-05,B0005,4
0.06138594825073293,0.00178470332254568,B0005,4
0.06290945301087401,0.0017332477339867566,B0005,4
0.06471914940739758,0.0017716811210842674,B0005,4
0.06573598710493611,0.002110204214025363,B0005,4
0.06629208396466571,0.0008904006922650276,B0005,4
0.06640753872171966,0.0019058638868902327,B0005,4
0.06722557567716232,0.0015306204257141277,B0005,4
0.0695695150414254,0.0014025225393002937,B0005,4
0.07000339168100601,0.001920369347376785,B0005,4
0.07020384534549248,0.0011538955252342901,B0005,4
0.07034709500051588,0.0009683569135480524,B0005,4
0.07083242084343756,0.000873386971421703,B0005,4
0.07099416968644337,0.0010203561643891495,B0005,4
0.0722694457632329,0.0012449012013452737,B0005,4
0.07233929230686649,0.0011369959420189865,B0005,4
0.07454711315350478,0.0010026171780625935,B0005,4
0.07466695897036486,0.0010725831076440814,B0005,4
0.07816286395488617,0.0018102496597036041,B0005,4
0.04215034036166783,0.0003289401617326677,B0005,5
0.04400169250325527,0.0005615413811524418,B0005,5
0.045248324937225706,0.00016914121432180104,B0005,5
0.045340160554251545,0.0007074393972248648,B0005,5
0.04632675381692001,0.0011025679736599238,B0005,5
0.047080355243018346,0.0010997238933408723,B0005,5
0.048406797661555395,0.0011901335283849503,B0005,5
0.0503529957294132,0.001277003007076609,B0005,5
0.050418194223168365,0.001410803966921051,B0005,5
0.051482825816319605,0.0011015744167157814,B0005,5
0.05165055545484888,0.0015365352665532863,B0005,5
0.05375384412825055,0.0015390828609459996,B0005,5
0.054683335434373766,0.0014365531081132728,B0005,5
0.05534869054976587,0.00157594731444485,B0005,5
0.05781507647723792,0.0016379865780318413,B0005,5
0.057900810224141244,0.0014760435473787192,B0005,5
0.05933367468916505,0.0013350124561529863,B0005,5
0.06017551195545193,0.0023631086327872692,B0005,5
0.06119167663146202,0.0012719231381311338,B0005,5
0.06294171024546749,0.0012886036279913526,B0005,5
0.06309251171567708,0.0013755706908058578,B0005,5
0.06309262726853382,0.0003417487552349077,B0005,5
0.06367765010113524,0.00024676723770919754,B0005,5
0.06408550811640254,0.0013253423590052589,B0005,5
0.06424445238822439,0.000508728680737334,B0005,5
0.06430263465727655,0.0003615650648543167,B0005,5
0.0650010548768048,0.0007482651083742312,B0005,5
0.06564813227957579,0.0005494858159049796,B0005,5
0.06679655237413391,0.0005868397853111585,B0005,5
0.06700515277973954,0.0005196383213258923,B0005,5
0.0673073726665431,0.0006645448611116711,B0005,5
0.06738982492631922,0.00024871040670094416,B0005,5
0.0673916440685565,0.0006561682861768734,B0005,5
0.06780086656112544,0.0005426923336716035,B0005,5
0.06801087932118285,0.0003410136548439977,B0005,5
0.06806614948143777,0.001099011240447822,B0005,5
0.06895782512730704,0.0002959662134416832,B0005,5
0.07050955033564447,0.0001257801486944384,B0005,5
0.0710166632964175,0.001097605438970858,B0005,5
0.04185473111254659,0.00021803745046387933,B0005,6
0.04387680112384037,9.256720397087553e-05,B0005,6
0.044022215805679166,0.0005531506126171213,B0005,6
0.044989955091804354,0.0006645629541430521,B0005,6
0.047040144881758277,0.0011302585561954056,B0005,6
0.0470504880659863,0.00056250228601893,B0005,6
0.04773736231376283,0.00046652577562546877,B0005,6
0.04821983222454595,0.0011791559467797257,B0005,6
0.04919781037564407,0.0011927769834883476,B0005,6
0.04983629361353391,0.0013447555378595045,B0005,6
0.05024553043907217,0.001283949634233691,B0005,6
0.05217181976610469,0.0015523082438966902,B0005,6
0.05270284257188266,0.0015483972432470206,B0005,6
0.053342320203395285,0.0018793747740852014,B0005,6
0.05410268409681755,0.0014806860749352901,B0005,6
0.055802645239418254,0.0020021628055317854,B0005,6
0.05586271415832436,0.0015904583050197992,B0005,6
0.05908469892907322,0.001698509427205905,B0005,6
0.05929016668869733,0.0015696362456687955,B0005,6
0.060870431417653754,0.0019074233494880944,B0005,6
0.06125664337061544,0.0004043456420258215,B0005,6
0.06229529986019466,0.0028165358401355473,B0005,6
0.0627821066127945,0.0016334126586064741,B0005,6
0.06294696279583285,0.001625821878051891,B0005,6
0.06413549063323663,0.002234880729953393,B0005,6
0.0662854584787213,0.001786795371575483,B0005,6
0.06689748786887827,0.0015906246069632847,B0005,6
0.06710826039519167,0.0012075395296271478,B0005,6
0.06797951162838546,0.0007576181945307535,B0005,6
0.06881722682885756,0.0013294664170128648,B0005,6
0.06912814070242614,0.0012850984251078922,B0005,6
0.06913313424482011,0.0009050162729175925,B0005,6
0.06954020802840617,0.0013225369717494754,B0005,6
0.07008106074953778,0.001088681937818723,B0005,6
0.0704057587525019,0.001268613608173701,B0005,6
0.07045310520263114,0.0013622764331033123,B0005,6
0.07103542481647444,0.001145003765066707,B0005,6
0.07310648394949898,0.0012246442857216596,B0005,6
0.07761671276867685,0.0023062165153487323,B0005,6
0.042852820589943184,0.0003260436414320887,B0005,7
0.04343415522578245,0.00015175116162074716,B0005,7
0.04504571990743853,0.0004891132682509346,B0005,7
0.04511980799955073,0.0007619352603671246,B0005,7
0.04582541004640938,0.0009588116226214564,B0005,7
0.046967018173582155,0.0011151759654849265,B0005,7
0.049235848517742695,0.0013128145499507824,B0005,7
0.04990679764445465,0.0013904332941111314,B0005,7
0.05051186391541197,0.0013997390890096175,B0005,7
0.051508739539523965,0.0014175357197046409,B0005,7
0.05173423026227182,0.0016699137922545123,B0005,7
0.05275446058514663,0.002227983037907455,B0005,7
0.0545900016161846,0.0015203689199635873,B0005,7
0.056442193338755935,0.00141786874629062,B0005,7
0.05718944974884718,0.0014457413689940054,B0005,7
0.057959440532761385,0.0015845856275071297,B0005,7
0.05989670884591936,0.0007214840104885055,B0005,7
0.06023131870318888,0.0020680939354909217,B0005,7
0.061472398405298966,0.001083750280784317,B0005,7
0.062039567691106,0.0009601925615481021,B0005,7
0.06223073075887623,0.0011854958205129765,B0005,7
0.0623374284120216,0.0011963977730366357,B0005,7
0.06264464894553878,0.0009810552238957782,B0005,7
0.06302100183766139,0.00023461070302597555,B0005,7
0.06465272091181112,0.0008516256952993531,B0005,7
0.06492341880074194,0.0010901489908896193,B0005,7
0.06545620590830606,0.000702879656941293,B0005,7
0.06613741302056604,9.233818741068191e-05,B0005,7
0.06620542322711831,0.0005379981215954363,B0005,7
0.06633382911234945,0.0007999751556968653,B0005,7
0.0665878715810604,0.0006164723640090351,B0005,7
0.06741780587709054,0.0006426320640428899,B0005,7
0.06743282579496812,0.0005348401976390204,B0005,7
0.06757011593341464,0.0003321051882866225,B0005,7
0.0677725794156882,0.0003719717597415726,B0005,7
0.06796097463274457,0.00035745183110158887,B0005,7
0.06830860182696856,0.0007816052699582498,B0005,7
0.06915238412051575,0.00013343953941565972,B0005,7
0.06917592122939846,0.00015313449073931865,B0005,7
0.04269195251190409,0.000270608442522791,B0005,8
0.04330391689059873,0.000581235542241753,B0005,8
0.04455391132053277,0.00025521954959633735,B0005,8
0.04464354325423122,0.0005832937829661998,B0005,8
0.045489970930730185,0.0004792130019585395,B0005,8
0.04648568925865476,0.0007902498783468704,B0005,8
0.0475792566739476,0.0010893574755781624,B0005,8
0.04892591518293524,0.0012078351813127137,B0005,8
0.049883727766077225,0.001235147934062647,B0005,8
0.050126355952468594,0.001101983540359169,B0005,8
0.05023908903330977,0.0013852134498109486,B0005,8
0.05161994834550282,0.0015579099569840323,B0005,8
0.053357357624373415,0.0013547999988571357,B0005,8
0.05422247921537198,0.0016198255307786618,B0005,8
0.05505967646820436,0.0014765459957406931,B0005,8
0.056014372118995494,0.0016835567342239654,B0005,8
0.058175596938847,0.0018797506270068513,B0005,8
0.05841746981855413,0.0012841805094037486,B0005,8
0.059869767442739356,0.0009779422450807138,B0005,8
0.06033377922402656,0.0017548217811781004,B0005,8
0.06112157859701013,0.002320999859097894,B0005,8
0.06146791994012023,0.001890518637072351,B0005,8
0.06398621624587203,0.0019222890590347335,B0005,8
0.06542708771819918,0.001641189738013207,B0005,8
0.06625283886621924,0.0015859321889292327,B0005,8
0.06637819970230265,0.0018642233951180357,B0005,8
0.06675566829345042,0.001818924644330355,B0005,8
0.06767068208911274,0.0016754773870404902,B0005,8
0.06954123683500547,0.000997391283292952,B0005,8
0.07021306409688137,0.0012080396347975786,B0005,8
0.0704117684495383,0.0011461079307906864,B0005,8
0.07042053209956917,0.0010637121754638315,B0005,8
0.07102393563304679,0.0006777956279845635,B0005,8
0.07132244694213208,0.0008324884261028137,B0005,8
0.07140904401506774,0.0010964055056785576,B0005,8
0.07227572792590102,8.265185344120676e-05,B0005,8
0.07241968993587956,0.0008772535602519184,B0005,8
0.0730408774694192,0.0006516403986060405,B0005,8
0.07790614696944259,0.0017608084544184935,B0005,8
0.04183187871304253,0.00039589113142730344,B0005,9
0.04305098869999367,0.0004366191106022498,B0005,9
0.04376884485756514,3.198539484698015e-05,B0005,9
0.045488629066365985,0.0006246681110784019,B0005,9
0.04563051333080706,0.0008298291771576283,B0005,9
0.0472353400478116,0.0012017922137449006,B0005,9
0.04805104974710671,0.0011066608985408266,B0005,9
0.04899878434771836,0.0014737392595802802,B0005,9
0.05124247584259386,0.0016899704479911846,B0005,9
0.051509026204127104,0.001389837626782097,B0005,9
0.05164138068008317,0.0008348662538719481,B0005,9
0.053418922355940826,0.0014160979448672442,B0005,9
0.05438295825138779,0.0015299575781736287,B0005,9
0.055863081978355864,0.0015003383140912386,B0005,9
0.05729102960644641,0.0016546694111390745,B0005,9
0.05763095835458992,0.0017480719522082922,B0005,9
0.057779996307127185,0.0016524274744714365,B0005,9
0.06012434125540395,0.0015785427562239119,B0005,9
0.06084588457143268,0.0012473923072142351,B0005,9
0.061880448690889545,0.001265645871141041,B0005,9
0.06287100528411217,0.0018857652546307529,B0005,9
0.06293875512410645,0.0010436809655966646,B0005,9
0.06301249858032691,0.0007630821492176979,B0005,9
0.06463518660693261,0.0006048472147960345,B0005,9
0.06494668556467532,0.0006600051388465582,B0005,9
0.06494880007105122,0.0013805989076369708,B0005,9
0.06504955503818909,0.0008903071503010148,B0005,9
0.06536774939418648,0.000950157484971346,B0005,9
0.06546242150721703,0.0008718634839059683,B0005,9
0.06613690196830638,0.00041821351445257886,B0005,9
0.06615218234495032,9.631398569095178e-05,B0005,9
0.06646676570013559,0.00037360409674143315,B0005,9
0.06690290536067284,0.0002123511091104955,B0005,9
0.06750692449862321,0.0003869008987392884,B0005,9
0.06758372692661262,0.00018272218011845757,B0005,9
0.06764846570437935,7.574922463200265e-05,B0005,9
0.06791685111499496,0.0006303973970478009,B0005,9
0.06929880956536894,0.0007640232870851318,B0005,9
0.07020931321424537,0.0005345379674111232,B0005,9
0.04243656135303268,0.0003805117248730139,B0005,10
0.04421927227565705,0.0006311440607694575,B0005,10
0.04428364298768206,0.00012296842799884236,B0005,10
0.04449010438518124,0.0006392616950852371,B0005,10
0.04451480925384246,0.0005656025160259159,B0005,10
0.04654408600666052,0.0009844884863713297,B0005,10
0.046876463333908505,0.00116058214612108,B0005,10
0.04848484458326513,0.0010277685508698394,B0005,10
0.04872072589507653,0.0011992038593034724,B0005,10
0.04964353378381608,0.0013338544392551982,B0005,10
0.05013994579994667,0.0012329386501253,B0005,10
0.051695977515611634,0.001463999526985124,B0005,10
0.05215618437927884,0.0020214278011665707,B0005,10
0.052299598541768355,0.0015591404875226742,B0005,10
0.053964490224370186,0.001448267159124596,B0005,10
0.05478104594381528,0.0016754230231317655,B0005,10
0.055796992560871166,0.0015561610765616736,B0005,10
0.057269763512454684,0.0020038101779949447,B0005,10
0.058875507931784386,0.0016121050698017874,B0005,10
0.06051737920344572,0.0019794947615356787,B0005,10
0.06079880116897875,0.0008648976992412456,B0005,10
0.06190679997414362,0.0018880918796392704,B0005,10
0.06303559296735736,0.0016579916319349284,B0005,10
0.06387196763215139,0.001315285044110417,B0005,10
0.06472149196800243,0.0017610080925314535,B0005,10
0.06642967562303705,0.001306843663706761,B0005,10
0.06675678801082112,0.0011964705821462143,B0005,10
0.0679264753667567,0.0022782331629404746,B0005,10
0.0692215570544028,0.0005125130298449994,B0005,10
0.06948982896606293,0.0010042767106803944,B0005,10
0.06953895600533024,0.0008054135914900011,B0005,10
0.07026580850176116,0.0009611831867184579,B0005,10
0.0703964687126115,0.001976295861740895,B0005,10
0.07115728348495304,0.001339012525057668,B0005,10
0.07149449068757666,0.0007242364772613816,B0005,10
0.07160979840465653,0.0012190719911274082,B0005,10
0.07249674872258494,0.000898657017627518,B0005,10
0.07334106107116674,0.0005883879252520431,B0005,10
0.07574637620502984,0.0016660369264024117,B0005,10
0.041951401945173224,0.0005063456418998986,B0005,11
0.043867725629169685,0.0008008742094411137,B0005,11
0.04389117127660015,3.9945595747403074e-05,B0005,11
0.045279920333091,0.0009175230444311606,B0005,11
0.04545708423309031,0.0008837255108264464,B0005,11
0.04771248178360485,0.0011428872796071514,B0005,11
0.04911127500962465,0.0014992230065959972,B0005,11
0.049590736546069866,0.0014648942889146654,B0005,11
0.05082693998855138,0.0015055221529651928,B0005,11
0.05175333615005306,0.0014115752856803296,B0005,11
0.05273605935134396,0.0013550320617414665,B0005,11
0.0536448202830161,0.0016866612612741584,B0005,11
0.054542903395740944,0.001540778328618939,B0005,11
0.056238754362661236,0.0014196215225371791,B0005,11
0.05810769919631959,0.0015564796407503319,B0005,11
0.05862025389449825,0.002315115077277232,B0005,11
0.059557550331120666,0.0018857380831028981,B0005,11
0.060192723235509456,0.0021921876812997457,B0005,11
0.060895825529132475,0.0018692117215456613,B0005,11
0.06121035461375509,0.0015283031629992345,B0005,11
0.06278659049505626,0.0008911547558763356,B0005,11
0.06387461254529593,0.0011417671715002365,B0005,11
0.06415642464789743,0.0008228933786906816,B0005,11
0.06468201742925442,0.0011876149341356528,B0005,11
0.06507476197371057,0.00017259568074385747,B0005,11
0.0650762290959226,0.001410462178588438,B0005,11
0.06529989498082708,0.0009135181396393865,B0005,11
0.06587941111081683,0.000435266390257401,B0005,11
0.06599735020585495,0.0010048487198228084,B0005,11
0.06637864387899106,0.0006269165156047498,B0005,11
0.06651872864780234,0.0006642059677967923,B0005,11
0.06690038751420005,0.00010329919752031357,B0005,11
0.06703200878845439,0.000408939222465741,B0005,11
0.06755849721163561,0.00042983973680263155,B0005,11
0.06767224524721041,0.00039931971633059594,B0005,11
0.06859898198503406,0.00010690751459440416,B0005,11
0.0690239330868952,0.0004744896465605331,B0005,11
0.06937540126072196,1.235268910470966e-05,B0005,11
0.0712617479303755,0.0013986384185311633,B0005,11
0.04224628289133653,7.160079145296007e-06,B0005,12
0.043903956766477195,0.000548798396010216,B0005,12
0.04411361457196644,0.00018854391085267486,B0005,12
0.04641092880523522,0.000931294339408195,B0005,12
0.047512770041563304,0.001063510735208584,B0005,12
0.04819062183113003,0.0014961144910628607,B0005,12
0.048381631909678445,0.0011045486016586035,B0005,12
0.04864878051798085,0.002564493904460358,B0005,12
0.05008463991276775,0.0013683895888417787,B0005,12
0.0508232557807285,0.001133271466615744,B0005,12
0.05106639140279702,0.0009567159362827923,B0005,12
0.05193556288218586,0.0022361014327921943,B0005,12
0.05211286249458485,0.0012548446602069728,B0005,12
0.054131829572670584,0.001460586885462754,B0005,12
0.055613279898824065,0.0016955638033982767,B0005,12
0.056230687897888786,0.0016910497393304103,B0005,12
0.05658814825683828,0.0015607736150027916,B0005,12
0.05678924740478954,0.0020777648252023407,B0005,12
0.05971728610174936,0.0017438795039221235,B0005,12
0.05985384613774341,8.918079057923624e-05,B0005,12
0.06066805953749754,0.001721474386244846,B0005,12
0.06183511860773169,0.0017803496206538797,B0005,12
0.06209173477195341,0.003191689192974933,B0005,12
0.0648345348530142,0.00220718644814109,B0005,12
0.06608208240523768,0.001250760049567291,B0005,12
0.06651039346131199,0.0017509474295131276,B0005,12
0.06735774765698925,0.001072577431118039,B0005,12
0.06828258965971926,0.002088745872745367,B0005,12
0.06867791338517766,0.0007948770130630597,B0005,12
0.06893536000217462,0.0009303065243758966,B0005,12
0.06919023800987907,0.0007445288650875407,B0005,12
0.07000557459842176,0.0007477311287706936,B0005,12
0.07079647704936415,0.0003161762550682249,B0005,12
0.07084209884259282,0.0009711111211251166,B0005,12
0.07092885969595353,0.00014635778753284702,B0005,12
0.07150288261845945,0.0016947761688865827,B0005,12
0.07169906721537643,0.0012793005131520954,B0005,12
0.07325238105735524,0.0010290602195161028,B0005,12
0.07875990553774476,0.0020371785168375746,B0005,12
0.041897369518705936,0.00047904309898153587,B0005,13
0.0434681904080813,0.0003482600081231148,B0005,13
0.043983359713662976,7.737279766474086e-05,B0005,13
0.045120949267338006,0.0007072755341213936,B0005,13
0.04554857894531429,0.0008688566693415199,B0005,13
0.04720358440489003,0.0012296616794151573,B0005,13
0.04809355744467317,0.001342842305591853,B0005,13
0.04953878005956085,0.0012746037022885529,B0005,13
0.050765322006794567,0.0013325420558868897,B0005,13
0.051129102075990675,0.001380934506643817,B0005,13
0.05173426177899751,0.0016056950117751758,B0005,13
0.05349391870176245,0.00149330640669857,B0005,13
0.05527946874349387,0.001520892122328318,B0005,13
0.056170173077083684,0.0014624272567227534,B0005,13
0.05734252385913393,0.0018053018857663993,B0005,13
0.05735826212440671,0.0014698064775652104,B0005,13
0.0576515622443541,0.0014586851953711242,B0005,13
0.059952138412834165,0.002126365457477079,B0005,13
0.06080985345973185,0.0016898253425416032,B0005,13
0.06151354541048348,0.001705135830118029,B0005,13
0.06257543555351919,0.0011407149010148835,B0005,13
0.06307769957087221,0.0011991019306587271,B0005,13
0.06364156590444572,0.0010120886801949214,B0005,13
0.06425425242200454,0.0011265781978383547,B0005,13
0.0645855758404536,0.00044328403072541126,B0005,13
0.06525236242382255,0.0008412159388666758,B0005,13
0.06539528786564724,0.0005422564823458365,B0005,13
0.06562697725767164,0.0008463557546275472,B0005,13
0.06586242201451144,0.000330376362809677,B0005,13
0.06614136485543612,0.0008694717188644928,B0005,13
0.06677202982427628,0.0010419619468953066,B0005,13
0.06687475263513447,0.00011729164219840651,B0005,13
0.06754133693855122,0.00019785000453113253,B0005,13
0.067690655926554,0.0004903234519346081,B0005,13
0.06773857920174443,0.0005794283696718888,B0005,13
0.06784371269863938,0.00033247466014645316,B0005,13
0.06789830023289867,0.00041990287300301904,B0005,13
0.06884541871301754,0.0005528809547225673,B0005,13
0.07007622808721677,0.0005130912384262969,B0005,13
0.04195647133777819,0.0003742226222411247,B0005,14
0.04423217892208598,0.0005465671786075657,B0005,14
0.044392549392292584,0.00035460527150848927,B0005,14
0.04489365832916986,0.0005201812291754916,B0005,14
0.04580156953018447,0.001041404983776693,B0005,14
0.04685442656386751,0.0010607029371947864,B0005,14
0.04809258269047836,0.001030589371777529,B0005,14
0.04906699829984393,0.0010832747323884443,B0005,14
0.04920730146443654,0.0019940815667951334,B0005,14
0.050080670525288036,0.0015506487866897224,B0005,14
0.05050891935663072,0.001778393968437131,B0005,14
0.05081771670432857,0.0012746663192366495,B0005,14
0.0514033669363587,0.0013137349608032696,B0005,14
0.053149779480359434,0.0014524514281124459,B0005,14
0.05390810756794983,0.0014043898049381494,B0005,14
0.055087721178212895,0.0015994140995573088,B0005,14
0.0566808817581288,0.001421751065369155,B0005,14
0.05713000341887723,0.0018934939221655312,B0005,14
0.060111669627620996,0.0016783066624715146,B0005,14
0.06065749341073129,0.0005863547576107181,B0005,14
0.06091599161048993,0.001206325094796267,B0005,14
0.06150783619611962,0.0017502733535015673,B0005,14
0.06199027321271815,0.0014933161868422617,B0005,14
0.062468418634708166,0.0018992431401780388,B0005,14
0.0625711931111251,0.0007724262321182268,B0005,14
0.06515782603855161,0.0018852067274152172,B0005,14
0.06529398218856645,0.0018447900808467707,B0005,14
0.0658340462706291,0.0013249846213688622,B0005,14
0.06760623370835632,0.001306330901190189,B0005,14
0.06764699791635977,0.0012540584326350796,B0005,14
0.06775730311189805,0.0009773132957881356,B0005,14
0.06800789825085515,0.0016015605653699797,B0005,14
0.06883499557677886,0.0008953307287621093,B0005,14
0.06933676837078943,0.001232956942394686,B0005,14
0.07020301073428743,0.0005986207249533294,B0005,14
0.07039428315063267,0.0011428493666239274,B0005,14
0.07229849072541941,0.0008583133569693171,B0005,14
0.07248115765261544,0.0008014071292356819,B0005,14
0.07540390387222952,0.00017183163220985213,B0005,14
0.042172365728316154,0.000396078034532053,B0005,15
0.043552646703620315,1.753910972265116e-05,B0005,15
0.04441646862494576,0.0007957119600792695,B0005,15
0.04516203887310377,0.0006728702231099251,B0005,15
0.045182837687848476,0.0008575746056567514,B0005,15
0.046588397136430794,0.0010850502393510183,B0005,15
0.04746078615568624,0.0012709869181482829,B0005,15
0.04897704946751538,0.0012548720615769113,B0005,15
0.05152708356113445,0.0013668662895920571,B0005,15
0.051603570267175984,0.001538533826746398,B0005,15
0.05205158660549935,0.0014068368320102349,B0005,15
0.053099297425846646,0.001544491160457877,B0005,15
0.05478876588408891,0.0013405506242013827,B0005,15
0.05525052437189999,0.0014793484709574494,B0005,15
0.057291102876422646,0.0015755791758636755,B0005,15
